@relation BioHBioHBioHBioHBioHBioH-User-41-Horizontaltest/BioHBioHBioHBioHBioHBioH-User-41-Horizontaltest_0.arff
@attribute att_0_0 real
@attribute att_0_1 real
@attribute att_1_0 real
@attribute att_1_1 real
@attribute att_2_0 real
@attribute att_2_1 real
@attribute att_3_0 real
@attribute att_3_1 real
@attribute att_4_0 real
@attribute att_4_1 real
@attribute att_5_0 real
@attribute att_5_1 real
@attribute class { 0,1 }
@data
0.640,0.360,0.640,0.360,1.000,0.000,1.000,0.000,0.503,0.497,0.503,0.497,0
0.306,0.694,0.306,0.694,0.000,1.000,0.000,1.000,0.398,0.602,0.398,0.602,0
0.999,0.001,0.999,0.001,1.000,0.000,1.000,0.000,0.724,0.276,0.724,0.276,0
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,0
0.640,0.360,0.640,0.360,1.000,0.000,1.000,0.000,0.503,0.497,0.503,0.497,0
0.999,0.001,0.999,0.001,1.000,0.000,1.000,0.000,0.724,0.276,0.724,0.276,0
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,0
0.595,0.405,0.595,0.405,0.000,1.000,0.000,1.000,0.466,0.534,0.466,0.534,0
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,0
0.818,0.182,0.818,0.182,1.000,0.000,1.000,0.000,0.501,0.499,0.501,0.499,0
0.595,0.405,0.595,0.405,0.000,1.000,0.000,1.000,0.466,0.534,0.466,0.534,0
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,0
0.026,0.974,0.026,0.974,0.000,1.000,0.000,1.000,0.039,0.961,0.039,0.961,1
0.306,0.694,0.306,0.694,0.000,1.000,0.000,1.000,0.398,0.602,0.398,0.602,1
0.026,0.974,0.026,0.974,0.000,1.000,0.000,1.000,0.039,0.961,0.039,0.961,1
0.595,0.405,0.595,0.405,0.000,1.000,0.000,1.000,0.466,0.534,0.466,0.534,1
0.026,0.974,0.026,0.974,0.000,1.000,0.000,1.000,0.039,0.961,0.039,0.961,1
0.595,0.405,0.595,0.405,0.000,1.000,0.000,1.000,0.466,0.534,0.466,0.534,1
0.640,0.360,0.640,0.360,1.000,0.000,1.000,0.000,0.503,0.497,0.503,0.497,1
0.595,0.405,0.595,0.405,0.000,1.000,0.000,1.000,0.466,0.534,0.466,0.534,1
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,1
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,1
0.595,0.405,0.595,0.405,0.000,1.000,0.000,1.000,0.466,0.534,0.466,0.534,1
0.680,0.320,0.680,0.320,0.000,1.000,0.000,1.000,0.311,0.689,0.311,0.689,1
0.306,0.694,0.306,0.694,0.000,1.000,0.000,1.000,0.398,0.602,0.398,0.602,1
0.026,0.974,0.026,0.974,0.000,1.000,0.000,1.000,0.039,0.961,0.039,0.961,1
