@relation BioHBioHBioHBioHBioHBioH-User-13-Scrollingtest/BioHBioHBioHBioHBioHBioH-User-13-Scrollingtest_2.arff
@attribute att_0_0 real
@attribute att_0_1 real
@attribute att_1_0 real
@attribute att_1_1 real
@attribute att_2_0 real
@attribute att_2_1 real
@attribute att_3_0 real
@attribute att_3_1 real
@attribute att_4_0 real
@attribute att_4_1 real
@attribute att_5_0 real
@attribute att_5_1 real
@attribute class { 0,1 }
@data
0.996,0.004,0.996,0.004,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.998,0.002,0.998,0.002,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.455,0.545,0.455,0.545,0.000,1.000,0.000,1.000,0.019,0.981,0.019,0.981,0
0.998,0.002,0.998,0.002,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.999,0.001,0.999,0.001,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.996,0.004,0.996,0.004,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.026,0.974,0.026,0.974,0
0.996,0.004,0.996,0.004,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.422,0.578,0.422,0.578,0.000,1.000,0.000,1.000,0.020,0.980,0.020,0.980,0
0.600,0.400,0.600,0.400,1.000,0.000,1.000,0.000,0.021,0.979,0.021,0.979,0
0.996,0.004,0.996,0.004,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.000,0
0.467,0.533,0.467,0.533,0.000,1.000,0.000,1.000,0.051,0.949,0.051,0.949,0
0.727,0.273,0.727,0.273,1.000,0.000,1.000,0.000,0.020,0.980,0.020,0.980,0
0.422,0.578,0.422,0.578,0.000,1.000,0.000,1.000,0.020,0.980,0.020,0.980,0
0.996,0.004,0.996,0.004,0.000,1.000,0.000,1.000,0.045,0.955,0.045,0.955,0
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.026,0.974,0.026,0.974,0
0.200,0.800,0.200,0.800,0.000,1.000,0.000,1.000,0.322,0.678,0.322,0.678,1
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.026,0.974,0.026,0.974,1
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.026,0.974,0.026,0.974,1
0.727,0.273,0.727,0.273,1.000,0.000,1.000,0.000,0.020,0.980,0.020,0.980,1
0.533,0.467,0.533,0.467,1.000,0.000,1.000,0.000,0.032,0.968,0.032,0.968,1
0.467,0.533,0.467,0.533,0.000,1.000,0.000,1.000,0.051,0.949,0.051,0.949,1
0.004,0.996,0.004,0.996,1.000,0.000,1.000,0.000,0.040,0.960,0.040,0.960,1
0.455,0.545,0.455,0.545,0.000,1.000,0.000,1.000,0.019,0.981,0.019,0.981,1
0.422,0.578,0.422,0.578,0.000,1.000,0.000,1.000,0.020,0.980,0.020,0.980,1
0.455,0.545,0.455,0.545,0.000,1.000,0.000,1.000,0.019,0.981,0.019,0.981,1
0.000,1.000,0.000,1.000,0.000,1.000,0.000,1.000,0.026,0.974,0.026,0.974,1
